ID,Match,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,Playtime,PER
BALresults/lb41QsCN.csvTarek M.ALA,BALresults/lb41QsCN.csv,Tarek M.,ALA,0,1,0,6:45,0,2,0,0,0,2,0,0,-12,0,1,1,0,0,0,0,0,6.75,-11.97733333
BALresults/lfMdAVLP.csvDiarra A.STA,BALresults/lfMdAVLP.csv,Diarra A.,STA,23,14,2,28:29:00,9,14,9,14,0,0,5,8,13,8,6,5,2,0,5,0,0,28.48333333,50.56227033
BALresults/lfMdAVLP.csvBerthe S.STA,BALresults/lfMdAVLP.csv,Berthe S.,STA,20,4,3,34:12:00,8,14,6,9,2,5,2,5,-3,0,4,0,1,3,0,0,0,34.2,18.83438596
BALresults/lfMdAVLP.csvAnthony W. J.KWA,BALresults/lfMdAVLP.csv,Anthony W. J.,KWA,19,5,0,23:27,6,12,3,9,3,3,4,5,5,3,2,2,1,1,1,3,0,23.45,32.18362473
BALresults/lfMdAVLP.csvAdekoya J.KWA,BALresults/lfMdAVLP.csv,Adekoya J.,KWA,12,2,0,17:50,3,6,1,2,2,4,4,4,6,0,2,3,0,4,0,1,0,17.83333333,10.84250467
BALresults/lfMdAVLP.csvThiam M.KWA,BALresults/lfMdAVLP.csv,Thiam M.,KWA,11,0,1,21:17,4,8,3,5,1,3,2,3,-1,0,0,2,2,0,0,0,0,21.28333333,19.75061864
BALresults/lfMdAVLP.csvChinyelu R.STA,BALresults/lfMdAVLP.csv,Chinyelu R.,STA,10,7,1,19:40,5,8,5,8,0,0,0,0,-2,6,1,3,1,2,2,0,0,19.66666667,28.95584746
BALresults/lfMdAVLP.csvEzeh V.KWA,BALresults/lfMdAVLP.csv,Ezeh V.,KWA,10,2,1,21:04,4,11,3,6,1,5,1,2,-1,0,2,1,1,2,0,0,0,21.06666667,6.685490506
BALresults/lfMdAVLP.csvMordi J.KWA,BALresults/lfMdAVLP.csv,Mordi J.,KWA,8,4,5,21:58,3,6,1,3,2,3,0,0,16,0,4,4,1,0,0,0,0,21.96666667,20.99034901
BALresults/lfMdAVLP.csvBrigeforth B.STA,BALresults/lfMdAVLP.csv,Brigeforth B.,STA,6,7,1,13:52,3,4,3,4,0,0,0,0,5,2,5,1,0,2,0,0,0,13.86666667,20.20413462
BALresults/lfMdAVLP.csvKolawole M. A.KWA,BALresults/lfMdAVLP.csv,Kolawole M. A.,KWA,6,5,2,16:27,3,9,3,7,0,2,0,0,-18,2,3,0,0,3,0,0,0,16.45,3.206930091
BALresults/lfMdAVLP.csvKeita M.STA,BALresults/lfMdAVLP.csv,Keita M.,STA,5,1,1,14:45,2,5,1,2,1,3,0,0,-3,0,1,2,0,2,0,0,0,14.75,0.898237288
BALresults/lfMdAVLP.csvAmayo K.STA,BALresults/lfMdAVLP.csv,Amayo K.,STA,4,2,4,27:12:00,2,11,2,6,0,5,0,2,11,2,0,3,4,5,0,0,0,27.2,-4.022169118
BALresults/lfMdAVLP.csvKonate T.STA,BALresults/lfMdAVLP.csv,Konate T.,STA,4,2,0,16:29,1,4,1,2,0,2,2,2,0,0,2,1,1,0,0,0,0,16.48333333,7.775551062
BALresults/lfMdAVLP.csvKeita M.STA,BALresults/lfMdAVLP.csv,Keita M.,STA,3,2,5,23:49,1,6,1,3,0,3,1,1,3,0,2,3,1,2,0,1,0,14.75,0.898237288
BALresults/lfMdAVLP.csvMonyyong R.KWA,BALresults/lfMdAVLP.csv,Monyyong R.,KWA,3,7,1,25:18:00,0,3,0,3,0,0,3,8,-11,5,2,3,0,3,0,0,0,25.3,-1.211936759
BALresults/lfMdAVLP.csvPare M.STA,BALresults/lfMdAVLP.csv,Pare M.,STA,3,1,1,9:18,0,4,0,3,0,1,3,4,-1,0,1,2,0,0,0,0,0,9.3,-2.288172043
BALresults/lfMdAVLP.csvAkpejiori A.KWA,BALresults/lfMdAVLP.csv,Akpejiori A.,KWA,2,2,0,6:30,0,0,0,0,0,0,2,2,-3,0,2,2,0,1,0,0,0,6.5,5.362923077
BALresults/lfMdAVLP.csvMohammed V.KWA,BALresults/lfMdAVLP.csv,Mohammed V.,KWA,2,7,2,12:13,0,3,0,3,0,0,2,4,5,4,3,0,1,3,0,1,0,12.21666667,8.052851296
BALresults/lfMdAVLP.csvNyemeck K.KWA,BALresults/lfMdAVLP.csv,Nyemeck K.,KWA,1,3,0,12:32,0,3,0,3,0,0,1,2,-4,2,1,2,0,0,0,1,0,12.53333333,-2.559335106
BALresults/lfMdAVLP.csvConteh S.KWA,BALresults/lfMdAVLP.csv,Conteh S.,KWA,0,1,1,2:54,0,1,0,1,0,0,0,0,-4,0,1,1,0,1,0,1,0,2.9,-20.99206897
BALresults/lfMdAVLP.csvKareem A.KWA,BALresults/lfMdAVLP.csv,Kareem A.,KWA,0,1,0,9:46,0,0,0,0,0,0,0,0,-10,0,1,2,0,1,0,0,0,9.766666667,-7.529488055
BALresults/lfMdAVLP.csvOriakhi M.KWA,BALresults/lfMdAVLP.csv,Oriakhi M.,KWA,0,1,3,8:44,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,8.733333333,11.91194656
BALresults/lfMdAVLP.csvTraore N.STA,BALresults/lfMdAVLP.csv,Traore N.,STA,0,1,0,3:33,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3.55,4.142816901
BALresults/lfMdAVLP.csvWilkins J. W.STA,BALresults/lfMdAVLP.csv,Wilkins J. W.,STA,0,1,1,8:41,0,2,0,2,0,0,0,0,-7,1,0,4,0,2,0,0,0,8.683333333,-20.84487524
BALresults/lOmha5DO.csvBile C.ABI,BALresults/lOmha5DO.csv,Bile C.,ABI,24,5,1,19:12,7,12,4,7,3,5,7,8,10,2,3,1,0,1,0,1,0,19.2,49.71989583
BALresults/lOmha5DO.csvAnthony W. J.KWA,BALresults/lOmha5DO.csv,Anthony W. J.,KWA,15,3,1,20:16,4,9,3,4,1,5,6,8,6,1,2,2,0,2,3,0,0,20.26666667,25.61072368
BALresults/lOmha5DO.csvMordi J.KWA,BALresults/lOmha5DO.csv,Mordi J.,KWA,14,14,6,31:18:00,4,10,1,7,3,3,3,5,-6,4,10,2,2,1,0,0,0,31.3,28.61230032
BALresults/lOmha5DO.csvRobinson A. D. J.ABI,BALresults/lOmha5DO.csv,Robinson A. D. J.,ABI,13,2,5,30:06:00,5,10,2,5,3,5,0,0,-6,0,2,2,1,1,0,1,0,30.1,18.51568106
BALresults/lOmha5DO.csvAdekoya J.KWA,BALresults/lOmha5DO.csv,Adekoya J.,KWA,12,4,2,24:01:00,3,9,1,1,2,8,4,4,-2,1,3,1,1,1,0,1,0,24.01666667,18.69430951
BALresults/lOmha5DO.csvOriakhi M.KWA,BALresults/lOmha5DO.csv,Oriakhi M.,KWA,10,7,2,28:29:00,5,11,5,6,0,5,0,0,3,2,5,0,0,2,0,1,0,28.48333333,10.80930369
BALresults/lOmha5DO.csvFofana M.ABI,BALresults/lOmha5DO.csv,Fofana M.,ABI,9,4,0,19:47,4,8,3,4,1,4,0,0,-13,0,4,3,0,0,0,1,0,19.78333333,12.43182814
BALresults/lOmha5DO.csvHarouna A.ABI,BALresults/lOmha5DO.csv,Harouna A.,ABI,9,6,1,29:35:00,2,16,1,9,1,7,4,7,-16,1,5,2,2,3,1,1,0,29.58333333,-3.367740845
BALresults/lOmha5DO.csvMonyyong R.KWA,BALresults/lOmha5DO.csv,Monyyong R.,KWA,9,8,1,35:52:00,3,4,3,4,0,0,3,8,5,4,4,5,0,3,2,1,0,35.86666667,9.471301115
BALresults/lOmha5DO.csvKra U.ABI,BALresults/lOmha5DO.csv,Kra U.,ABI,8,2,4,16:02,3,5,3,5,0,0,2,2,11,0,2,4,6,0,0,0,0,16.03333333,43.40008316
BALresults/lOmha5DO.csvEzeh V.KWA,BALresults/lOmha5DO.csv,Ezeh V.,KWA,6,5,1,18:32,2,6,1,3,1,3,1,1,1,0,5,4,0,5,0,0,0,18.53333333,-6.275557554
BALresults/lOmha5DO.csvObekpa C.ABI,BALresults/lOmha5DO.csv,Obekpa C.,ABI,6,7,2,25:58:00,2,3,2,3,0,0,2,2,-1,3,4,5,1,2,0,0,0,25.96666667,12.79736842
BALresults/lOmha5DO.csvKolawole M. A.KWA,BALresults/lOmha5DO.csv,Kolawole M. A.,KWA,4,1,0,7:16,2,4,2,2,0,2,0,0,0,1,0,1,0,2,0,0,0,7.266666667,1.05440367
BALresults/lOmha5DO.csvKonate S.ABI,BALresults/lOmha5DO.csv,Konate S.,ABI,4,4,2,25:58:00,2,8,2,3,0,5,0,0,12,0,4,3,0,2,1,0,0,25.96666667,-2.128267009
BALresults/lOmha5DO.csvKone F.ABI,BALresults/lOmha5DO.csv,Kone F.,ABI,4,1,0,11:31,1,1,0,0,1,1,1,2,18,0,1,1,2,0,0,0,0,11.51666667,23.42240232
BALresults/lOmha5DO.csvThiam M.KWA,BALresults/lOmha5DO.csv,Thiam M.,KWA,4,1,2,12:45,1,4,1,2,0,2,2,2,-1,0,1,0,0,2,0,0,0,12.75,3.003686275
BALresults/lOmha5DO.csvKone M.ABI,BALresults/lOmha5DO.csv,Kone M.,ABI,2,2,1,12:38,1,5,1,4,0,1,0,0,6,1,1,3,0,1,2,1,0,12.63333333,-0.737335092
BALresults/lOmha5DO.csvMohammed V.KWA,BALresults/lOmha5DO.csv,Mohammed V.,KWA,2,2,1,7:15,1,2,1,2,0,0,0,0,-5,1,1,0,2,0,0,0,0,7.25,33.52937931
BALresults/lOmha5DO.csvAkpejiori A.KWA,BALresults/lOmha5DO.csv,Akpejiori A.,KWA,0,0,0,1:21,0,1,0,1,0,0,0,0,-10,0,0,0,0,0,0,1,0,1.35,-29.02962963
BALresults/lOmha5DO.csvConteh S.KWA,BALresults/lOmha5DO.csv,Conteh S.,KWA,0,2,1,10:24,0,3,0,2,0,1,0,0,-8,0,2,1,0,3,0,0,0,10.4,-22.34076923
BALresults/lOmha5DO.csvIghovodja J.ABI,BALresults/lOmha5DO.csv,Ighovodja J.,ABI,0,1,0,5:01,0,2,0,0,0,2,0,0,-5,0,1,0,0,0,0,0,0,5.016666667,-12.69229236
BALresults/lOmha5DO.csvNyemeck K.KWA,BALresults/lOmha5DO.csv,Nyemeck K.,KWA,0,1,0,2:31,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2.516666667,5.84384106
BALresults/lOmha5DO.csvSylla H.ABI,BALresults/lOmha5DO.csv,Sylla H.,ABI,0,0,0,4:12,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,4.2,0
BALresults/lxTQD4SH.csvRoebuck Jr. G.CIT,BALresults/lxTQD4SH.csv,Roebuck Jr. G.,CIT,28,11,2,37:04:00,12,18,10,15,2,3,2,7,2,2,9,0,0,3,0,1,0,37.06666667,27.27342626
BALresults/lxTQD4SH.csvOmot N.ALA,BALresults/lxTQD4SH.csv,Omot N.,ALA,17,7,1,20:30,5,11,3,6,2,5,5,5,25,2,5,1,3,6,0,0,0,20.5,26.33541463
BALresults/lxTQD4SH.csvJones F.CIT,BALresults/lxTQD4SH.csv,Jones F.,CIT,15,4,0,28:01:00,5,15,3,11,2,4,3,3,2,0,4,3,3,0,0,3,0,28.01666667,16.08671029
BALresults/lxTQD4SH.csvJustice J.CIT,BALresults/lxTQD4SH.csv,Justice J.,CIT,11,2,2,27:12:00,4,11,3,5,1,6,2,2,-16,0,2,0,2,6,0,0,0,27.2,3.600625
BALresults/lxTQD4SH.csvOraby O.ALA,BALresults/lxTQD4SH.csv,Oraby O.,ALA,10,10,0,21:27,4,6,4,6,0,0,2,2,12,2,8,3,0,1,2,0,0,21.45,24.61291375
BALresults/lxTQD4SH.csvSarhan M.ALA,BALresults/lxTQD4SH.csv,Sarhan M.,ALA,9,4,0,12:26,3,6,3,4,0,2,3,3,-26,1,3,0,0,1,0,0,0,12.43333333,24.94174263
BALresults/lxTQD4SH.csvWebster C.ALA,BALresults/lxTQD4SH.csv,Webster C.,ALA,8,3,1,18:06,3,10,1,5,2,5,0,0,-10,1,2,2,0,2,0,0,0,18.1,2.654861878
BALresults/lxTQD4SH.csvZahran A.ALA,BALresults/lxTQD4SH.csv,Zahran A.,ALA,7,0,1,17:09,2,6,1,4,1,2,2,2,22,0,0,4,2,0,0,0,0,17.15,13.66075802
BALresults/lxTQD4SH.csvAboelnasr M.ALA,BALresults/lxTQD4SH.csv,Aboelnasr M.,ALA,6,4,0,18:40,2,4,0,1,2,3,0,0,-9,3,1,2,0,1,1,1,0,18.66666667,15.00942857
BALresults/lxTQD4SH.csvBaale F.CIT,BALresults/lxTQD4SH.csv,Baale F.,CIT,6,3,3,15:26,1,7,0,2,1,5,3,5,13,2,1,0,0,1,0,1,0,15.43333333,9.466587473
BALresults/lxTQD4SH.csvSaleh E. A.ALA,BALresults/lxTQD4SH.csv,Saleh E. A.,ALA,6,2,3,14:25,2,9,0,1,2,8,0,0,20,0,2,1,2,0,1,0,0,14.41666667,18.33010405
BALresults/lxTQD4SH.csvOdeke T.CIT,BALresults/lxTQD4SH.csv,Odeke T.,CIT,5,9,2,29:49:00,2,8,1,5,1,3,0,2,6,2,7,2,0,3,0,1,0,29.81666667,0.097227501
BALresults/lxTQD4SH.csvThompson M.ALA,BALresults/lxTQD4SH.csv,Thompson M.,ALA,5,2,4,22:54,2,6,2,3,0,3,1,1,26,1,1,1,2,1,0,0,0,22.9,12.71759825
BALresults/lxTQD4SH.csvEnabu J.CIT,BALresults/lxTQD4SH.csv,Enabu J.,CIT,3,0,4,19:14,1,3,1,3,0,0,1,2,-3,0,0,1,2,1,0,0,0,19.23333333,10.90372617
BALresults/lxTQD4SH.csvEl Gendy A.ALA,BALresults/lxTQD4SH.csv,El Gendy A.,ALA,2,4,1,21:05,1,4,1,2,0,2,0,0,-15,1,3,2,0,1,0,0,0,21.08333333,-0.090924901
BALresults/lxTQD4SH.csvGhedi A.CIT,BALresults/lxTQD4SH.csv,Ghedi A.,CIT,2,5,0,10:00,1,1,1,1,0,0,0,0,23,1,4,2,0,0,1,0,0,10,18.877
BALresults/lxTQD4SH.csvSaid S.ALA,BALresults/lxTQD4SH.csv,Said S.,ALA,2,3,0,15:17,1,3,1,3,0,0,0,0,1,0,3,4,0,4,2,0,0,15.28333333,-10.09288986
BALresults/lxTQD4SH.csvBarnaba N.CIT,BALresults/lxTQD4SH.csv,Barnaba N.,CIT,0,2,0,13:33,0,2,0,0,0,2,0,0,-19,1,1,2,0,1,0,0,0,13.55,-8.319409594
BALresults/lxTQD4SH.csvCamara D.ALA,BALresults/lxTQD4SH.csv,Camara D.,ALA,0,1,0,3:16,0,2,0,0,0,2,0,0,-11,0,1,0,0,0,0,0,0,3.266666667,-19.49173469
BALresults/lxTQD4SH.csvDrileba T.CIT,BALresults/lxTQD4SH.csv,Drileba T.,CIT,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
BALresults/lxTQD4SH.csvIsmail A.ALA,BALresults/lxTQD4SH.csv,Ismail A.,ALA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
BALresults/lxTQD4SH.csvMuhwezi I.CIT,BALresults/lxTQD4SH.csv,Muhwezi I.,CIT,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
BALresults/lxTQD4SH.csvObe S.CIT,BALresults/lxTQD4SH.csv,Obe S.,CIT,0,0,0,3:23,0,1,0,0,0,1,0,0,-5,0,0,0,0,0,0,0,0,3.383333333,-11.58325123
BALresults/lxTQD4SH.csvOkello J.CIT,BALresults/lxTQD4SH.csv,Okello J.,CIT,0,2,0,13:23,0,0,0,0,0,0,0,0,-9,2,0,2,1,1,0,0,0,13.38333333,3.290062267
BALresults/lxTQD4SH.csvTarek M.ALA,BALresults/lxTQD4SH.csv,Tarek M.,ALA,0,0,5,14:45,0,4,0,0,0,4,0,0,-25,0,0,0,1,1,0,0,0,14.75,1.127118644
BALresults/lxTQD4SH.csvWalujjo E.CIT,BALresults/lxTQD4SH.csv,Walujjo E.,CIT,0,0,0,2:56,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,2.933333333,0
BALresults/MBI6ISDn.csvCrawford C.DOU,BALresults/MBI6ISDn.csv,Crawford C.,DOU,28,6,1,36:13:00,8,18,4,8,4,10,8,12,18,0,6,0,1,2,0,0,0,36.21666667,23.90683847
BALresults/MBI6ISDn.csvBoissy J.DOU,BALresults/MBI6ISDn.csv,Boissy J.,DOU,15,7,9,25:12:00,5,9,3,4,2,5,3,3,7,1,6,2,1,2,0,0,0,25.2,34.44916667
BALresults/MBI6ISDn.csvLahyani F.USM,BALresults/MBI6ISDn.csv,Lahyani F.,USM,15,5,0,28:43:00,5,10,5,8,0,2,5,7,-12,2,3,2,1,2,0,0,0,28.71666667,16.0847011
BALresults/MBI6ISDn.csvRandle J.USM,BALresults/MBI6ISDn.csv,Randle J.,USM,14,2,2,38:11:00,4,15,2,6,2,9,4,6,-16,1,1,0,2,7,0,1,0,38.18333333,0.445953732
BALresults/MBI6ISDn.csvGhayaza M.USM,BALresults/MBI6ISDn.csv,Ghayaza M.,USM,11,7,1,28:48:00,3,4,3,4,0,0,5,6,-12,4,3,2,2,1,2,0,0,28.8,26.6028125
BALresults/MBI6ISDn.csvSlimane R.USM,BALresults/MBI6ISDn.csv,Slimane R.,USM,11,9,3,30:46:00,3,12,0,4,3,8,2,2,-5,2,7,5,2,5,1,0,0,30.76666667,7.507150596
BALresults/MBI6ISDn.csvFall S. D.DOU,BALresults/MBI6ISDn.csv,Fall S. D.,DOU,10,5,1,27:00:00,4,10,3,8,1,2,1,2,21,2,3,2,2,1,1,0,0,27,14.92325926
BALresults/MBI6ISDn.csvOsei B.DOU,BALresults/MBI6ISDn.csv,Osei B.,DOU,9,4,1,24:23:00,3,8,2,7,1,1,2,5,14,1,3,4,2,4,0,2,0,24.38333333,3.627559809
BALresults/MBI6ISDn.csvDiagne M.DOU,BALresults/MBI6ISDn.csv,Diagne M.,DOU,6,3,0,13:14,2,4,2,4,0,0,2,3,7,1,2,4,0,1,0,0,0,13.23333333,8.542821159
BALresults/MBI6ISDn.csvNdiaye B.DOU,BALresults/MBI6ISDn.csv,Ndiaye B.,DOU,6,5,0,15:07,3,7,3,6,0,1,0,0,6,3,2,3,1,2,0,1,0,15.11666667,9.428996692
BALresults/MBI6ISDn.csvBouallegue A.USM,BALresults/MBI6ISDn.csv,Bouallegue A.,USM,4,1,3,19:55,2,6,2,2,0,4,0,0,-9,0,1,4,0,0,0,0,0,19.91666667,3.268719665
BALresults/MBI6ISDn.csvThomas I.USM,BALresults/MBI6ISDn.csv,Thomas I.,USM,3,1,0,19:51,1,5,0,3,1,2,0,2,-11,0,1,5,0,2,2,0,0,19.85,-8.052997481
BALresults/MBI6ISDn.csvChouaya L.USM,BALresults/MBI6ISDn.csv,Chouaya L.,USM,2,1,2,13:17,1,3,1,1,0,2,0,0,-14,0,1,1,2,2,0,0,0,13.28333333,5.602283563
BALresults/MBI6ISDn.csvOchereobia M.DOU,BALresults/MBI6ISDn.csv,Ochereobia M.,DOU,2,7,1,26:46:00,1,2,1,2,0,0,0,0,9,4,3,4,1,5,0,1,0,26.76666667,-0.07494396
BALresults/MBI6ISDn.csvAbass C.USM,BALresults/MBI6ISDn.csv,Abass C.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
BALresults/MBI6ISDn.csvAddami A.USM,BALresults/MBI6ISDn.csv,Addami A.,USM,0,0,0,2:38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.633333333,0
BALresults/MBI6ISDn.csvChennoufi Z.USM,BALresults/MBI6ISDn.csv,Chennoufi Z.,USM,0,2,1,11:24,0,3,0,0,0,3,0,0,-1,0,2,3,1,1,0,0,0,11.4,-9.210614035
BALresults/MBI6ISDn.csvDienf M.DOU,BALresults/MBI6ISDn.csv,Dienf M.,DOU,0,0,0,0:30,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0.5,0
BALresults/MBI6ISDn.csvDiop M.DOU,BALresults/MBI6ISDn.csv,Diop M.,DOU,0,1,0,16:47,0,2,0,1,0,1,0,0,-7,0,1,2,0,0,0,0,0,16.78333333,-5.840377358
BALresults/MBI6ISDn.csvMahemli H.USM,BALresults/MBI6ISDn.csv,Mahemli H.,USM,0,0,0,1:20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.333333333,0
BALresults/MBI6ISDn.csvMarnaoui O.USM,BALresults/MBI6ISDn.csv,Marnaoui O.,USM,0,0,0,5:07,0,1,0,0,0,1,0,0,-7,0,0,0,0,1,0,0,0,5.116666667,-18.19289902
BALresults/MBI6ISDn.csvNdour A.DOU,BALresults/MBI6ISDn.csv,Ndour A.,DOU,0,4,5,14:48,0,3,0,3,0,0,0,0,9,1,3,1,1,2,0,1,0,14.8,4.598310811
BALresults/MmUAnSTI.csvGraham D.REG,BALresults/MmUAnSTI.csv,Graham D.,REG,16,12,2,34:27:00,5,11,5,8,0,3,6,10,14,1,11,3,1,4,2,1,0,34.45,15.40214804
BALresults/MmUAnSTI.csvAdekoya J.KWA,BALresults/MmUAnSTI.csv,Adekoya J.,KWA,15,4,0,29:21:00,5,12,2,5,3,7,2,2,-3,2,2,2,2,1,0,1,0,29.35,18.10984668
BALresults/MmUAnSTI.csvThomas C.REG,BALresults/MmUAnSTI.csv,Thomas C.,REG,14,5,5,31:20:00,5,11,3,6,2,5,2,2,11,3,2,2,2,1,1,0,0,31.33333333,24.59751064
BALresults/MmUAnSTI.csvFiler A.REG,BALresults/MmUAnSTI.csv,Filer A.,REG,10,3,6,34:51:00,4,9,3,5,1,4,1,2,17,0,3,2,1,3,0,0,0,34.85,9.648263989
BALresults/MmUAnSTI.csvAnthony W. J.KWA,BALresults/MmUAnSTI.csv,Anthony W. J.,KWA,7,3,0,23:17,3,8,3,5,0,3,1,2,-15,2,1,2,1,5,0,1,0,23.28333333,-2.934073014
BALresults/MmUAnSTI.csvKambuy P.REG,BALresults/MmUAnSTI.csv,Kambuy P.,REG,7,12,1,22:31,2,6,2,6,0,0,3,4,14,2,10,4,1,3,4,1,0,22.51666667,16.69434493
BALresults/MmUAnSTI.csvNdayisaba D.REG,BALresults/MmUAnSTI.csv,Ndayisaba D.,REG,7,3,4,17:56,3,9,2,3,1,6,0,0,17,1,2,0,1,0,0,0,0,17.93333333,18.71130112
BALresults/MmUAnSTI.csvMordi J.KWA,BALresults/MmUAnSTI.csv,Mordi J.,KWA,6,5,3,22:31,2,3,2,3,0,0,2,2,-11,0,5,4,4,3,0,0,0,22.51666667,17.27995559
BALresults/MmUAnSTI.csvMonyyong R.KWA,BALresults/MmUAnSTI.csv,Monyyong R.,KWA,5,7,4,26:32:00,1,7,1,4,0,3,3,6,-4,3,4,2,0,3,2,2,0,26.53333333,4.842173367
BALresults/MmUAnSTI.csvNshobozwabyosenumukiza J.REG,BALresults/MmUAnSTI.csv,Nshobozwabyosenumukiza J.,REG,4,3,1,12:44,2,7,2,3,0,4,0,0,3,2,1,1,3,1,0,0,0,12.73333333,15.25554974
BALresults/MmUAnSTI.csvHagumintwari S.REG,BALresults/MmUAnSTI.csv,Hagumintwari S.,REG,3,4,1,17:53,1,5,1,3,0,2,1,2,4,0,4,1,1,0,0,0,0,17.88333333,4.816328052
BALresults/MmUAnSTI.csvNyemeck K.KWA,BALresults/MmUAnSTI.csv,Nyemeck K.,KWA,3,5,0,18:04,1,4,1,4,0,0,1,2,-2,1,4,4,0,0,0,1,0,18.06666667,1.351439114
BALresults/MmUAnSTI.csvAkpejiori A.KWA,BALresults/MmUAnSTI.csv,Akpejiori A.,KWA,2,1,0,5:51,1,2,1,2,0,0,0,0,-3,0,1,3,0,0,0,0,0,5.85,1.693162393
BALresults/MmUAnSTI.csvEzeh V.KWA,BALresults/MmUAnSTI.csv,Ezeh V.,KWA,2,5,3,21:38,0,11,0,6,0,5,2,2,-12,2,3,0,1,1,0,0,0,21.63333333,-5.124869029
BALresults/MmUAnSTI.csvKareem A.KWA,BALresults/MmUAnSTI.csv,Kareem A.,KWA,2,1,1,9:21,1,2,1,2,0,0,0,0,2,0,1,1,1,0,0,0,0,9.35,14.20609626
BALresults/MmUAnSTI.csvKolawole M. A.KWA,BALresults/MmUAnSTI.csv,Kolawole M. A.,KWA,2,3,0,14:50,1,9,1,7,0,2,0,0,-13,1,2,1,0,3,0,1,0,14.83333333,-22.77782022
BALresults/MmUAnSTI.csvMohammed V.KWA,BALresults/MmUAnSTI.csv,Mohammed V.,KWA,2,3,0,7:40,1,4,1,4,0,0,0,0,-8,2,1,2,0,1,0,0,0,7.666666667,-3.498
BALresults/MmUAnSTI.csvNiyonkuru P.REG,BALresults/MmUAnSTI.csv,Niyonkuru P.,REG,2,0,0,3:18,1,1,1,1,0,0,0,0,-5,0,0,0,0,1,0,0,0,3.3,9.700909091
BALresults/MmUAnSTI.csvOriakhi M.KWA,BALresults/MmUAnSTI.csv,Oriakhi M.,KWA,2,1,1,11:26,1,3,1,1,0,2,0,0,-2,0,1,0,0,0,0,0,0,11.43333333,4.977900875
BALresults/MmUAnSTI.csvKamka-Chomke U.REG,BALresults/MmUAnSTI.csv,Kamka-Chomke U.,REG,1,1,1,15:23,0,2,0,1,0,1,1,2,6,0,1,4,1,1,1,0,0,15.38333333,-2.063791983
BALresults/MmUAnSTI.csvConteh S.KWA,BALresults/MmUAnSTI.csv,Conteh S.,KWA,0,1,0,9:29,0,4,0,3,0,1,0,0,-9,0,1,0,0,2,0,2,0,9.483333333,-26.3459051
BALresults/MmUAnSTI.csvHabimana N.REG,BALresults/MmUAnSTI.csv,Habimana N.,REG,0,0,1,5:09,0,1,0,0,0,1,0,0,-2,0,0,0,0,1,0,0,0,5.15,-11.34174757
BALresults/MmUAnSTI.csvPrince M.REG,BALresults/MmUAnSTI.csv,Prince M.,REG,0,0,0,2:20,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,2.333333333,0
BALresults/MmUAnSTI.csvShyaka O.REG,BALresults/MmUAnSTI.csv,Shyaka O.,REG,0,0,0,2:08,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2.133333333,-8.0503125
BALresults/MPcuXRSu.csvJustice J.CIT,BALresults/MPcuXRSu.csv,Justice J.,CIT,30,5,1,38:07:00,11,24,7,10,4,14,4,4,-28,0,5,0,3,8,0,0,0,38.11666667,17.5428509
BALresults/MPcuXRSu.csvIroegbu U.SLA,BALresults/MPcuXRSu.csv,Iroegbu U.,SLA,22,3,2,39:24:00,7,18,4,11,3,7,5,8,27,1,2,2,3,1,0,0,0,39.4,18.04332487
BALresults/MPcuXRSu.csvJones F.CIT,BALresults/MPcuXRSu.csv,Jones F.,CIT,20,8,3,34:07:00,7,17,4,10,3,7,3,5,-29,5,3,1,1,1,0,1,0,34.11666667,23.21510503
BALresults/MPcuXRSu.csvMiller D.SLA,BALresults/MPcuXRSu.csv,Miller D.,SLA,20,8,10,40:00:00,9,14,9,12,0,2,2,6,28,0,8,2,2,6,1,0,0,40,21.10615
BALresults/MPcuXRSu.csvNwabuzor M.SLA,BALresults/MPcuXRSu.csv,Nwabuzor M.,SLA,17,3,7,39:24:00,7,16,5,9,2,7,1,1,27,0,3,1,3,0,0,0,0,39.4,21.07604061
BALresults/MPcuXRSu.csvFofana I.SLA,BALresults/MPcuXRSu.csv,Fofana I.,SLA,14,6,5,26:35:00,6,9,4,7,2,2,0,3,22,2,4,2,2,1,1,0,0,26.58333333,30.48763636
